0,1,0,11,305,18,0
1,43,1674238371,32,30,90,520
1,44,1674238372,32,30,90,595
1,45,1674238374,32,30,90,515
1,46,1674238375,32,30,90,398
1,47,1674238376,32,30,90,540
1,48,1674238377,32,30,90,525
1,49,1674238378,32,30,90,753
1,50,1674238379,0,16,90,748
1,51,1674238380,48,38,90,770
1,52,1674238381,48,38,90,763
1,53,1674238382,48,38,90,969
1,54,1674238383,32,30,90,867
1,55,1674238384,48,38,90,1118
1,56,1674238385,48,38,90,1125
1,57,1674238386,32,30,90,1124
1,58,1674238387,48,38,90,1122
1,59,1674238388,32,30,90,1119
1,60,1674238389,48,38,90,1126
1,61,1674238390,32,30,90,1124
1,62,1674238391,48,38,90,1124
1,63,1674238392,48,38,90,1127
1,64,1674238393,32,30,90,1124
1,65,1674238394,48,38,90,1124
1,66,1674238395,32,30,90,1125
1,67,1674238396,48,38,90,1121
1,68,1674238397,32,30,90,1125
1,69,1674238398,32,30,90,1121
1,70,1674238399,32,30,90,1121
1,71,1674238400,32,30,90,1122
1,72,1674238401,32,30,90,1118
1,73,1674238402,48,38,90,1124
1,74,1674238403,48,38,90,964
1,75,1674238404,48,38,90,964
1,76,1674238405,48,38,90,960
1,77,1674238406,48,38,90,1123
1,78,1674238407,32,30,90,1124
1,79,1674238408,48,38,90,1120
1,80,1674238409,48,38,90,1121
1,81,1674238410,48,38,90,1125
1,82,1674238411,48,38,90,1120
1,83,1674238412,48,38,90,1122
1,84,1674238413,48,38,90,1120
1,85,1674238414,48,38,90,1120
1,86,1674238415,32,30,90,1123
1,87,1674238416,32,30,90,1122
1,88,1674238417,48,38,90,1124
1,89,1674238418,48,38,90,1122
1,90,1674238419,32,30,90,1123
1,91,1674238420,48,38,90,1120
1,92,1674238421,48,38,90,1118
1,93,1674238422,48,38,90,1118
1,94,1674238423,32,30,90,1124
1,95,1674238424,48,38,90,1121
1,96,1674238425,48,38,90,1123
1,97,1674238426,32,30,90,1126
1,98,1674238427,32,30,90,1124
1,99,1674238428,32,30,90,1121
1,100,1674238429,32,30,90,1124
1,101,1674238430,32,30,90,1124
1,102,1674238431,32,30,90,1120
1,103,1674238432,32,30,90,1128
1,104,1674238433,32,30,90,1125
1,105,1674238434,32,30,90,1127
1,106,1674238435,32,30,90,1118
1,107,1674238436,32,30,90,1119
1,108,1674238437,32,30,90,1122
1,109,1674238438,32,30,90,1122
1,110,1674238439,32,30,90,1122
1,111,1674238440,48,38,90,1117
1,112,1674238441,48,38,90,1126
1,113,1674238442,32,30,90,1122
1,114,1674238443,48,38,90,1122
1,115,1674238444,48,38,90,1122
1,116,1674238445,48,38,90,1120
1,117,1674238446,48,38,90,1120
1,118,1674238447,32,30,90,1119
1,119,1674238448,48,38,90,1123
1,120,1674238449,48,38,90,1122
1,121,1674238450,48,38,90,1124
1,122,1674238451,48,38,90,1124
1,123,1674238452,48,38,90,1125
1,124,1674238453,48,38,90,1119
1,125,1674238454,32,30,90,1118
1,126,1674238455,48,38,90,1124
1,127,1674238456,48,38,90,1120
1,128,1674238457,48,38,90,1126
1,129,1674238458,48,38,90,1124
1,130,1674238459,48,38,90,1124
1,131,1674238460,48,38,90,1123
1,132,1674238461,48,38,90,1120
1,133,1674238462,48,38,90,1124
1,134,1674238463,48,38,90,1119
1,135,1674238464,32,30,90,1118
1,136,1674238465,32,30,90,1123
1,137,1674238466,32,30,90,1119
1,139,1674238467,32,30,90,1123
1,140,1674238468,32,30,90,1123
1,141,1674238469,48,38,90,1123
1,142,1674238470,48,38,90,1119
1,143,1674238471,48,38,90,1122
1,144,1674238472,48,38,90,1120
1,145,1674238473,48,38,90,1123
1,146,1674238474,48,38,90,1124
1,147,1674238475,48,38,90,1123
1,148,1674238476,48,38,90,1123
1,149,1674238477,48,38,90,1126
1,150,1674238478,48,38,90,1120
1,151,1674238479,48,38,90,1123
1,152,1674238480,32,30,90,1118
1,153,1674238481,48,38,90,1121
1,154,1674238482,32,30,90,1119
1,155,1674238483,48,38,90,1122
1,156,1674238484,48,38,90,1123
1,157,1674238485,48,38,90,1123
1,158,1674238486,48,38,90,1123
1,159,1674238487,48,38,90,1120
1,160,1674238488,48,38,90,1121
1,161,1674238489,48,38,90,1122
1,162,1674238490,32,30,90,1121
1,163,1674238491,48,38,90,1122
1,164,1674238492,48,38,90,1124
1,165,1674238493,48,38,90,1120
1,166,1674238494,48,38,90,1127
1,167,1674238495,48,38,90,1127
1,168,1674238496,48,38,90,1120
1,169,1674238497,48,38,90,1124
1,170,1674238499,48,38,90,1120
1,171,1674238500,48,38,90,1121
1,172,1674238501,32,30,90,1120
1,173,1674238502,48,38,90,1123
1,174,1674238503,48,38,90,1126
1,175,1674238504,48,38,90,1124
1,176,1674238505,48,38,90,1119
1,177,1674238506,32,30,90,1127
1,178,1674238507,48,38,90,1121
1,179,1674238508,48,38,90,1126
1,180,1674238509,48,38,90,1122
1,181,1674238510,48,38,90,1126
1,182,1674238511,48,38,90,1126
1,183,1674238512,48,38,90,1123
1,184,1674238513,48,38,90,1122
1,185,1674238514,48,38,90,1125
1,186,1674238515,32,30,90,1119
1,187,1674238516,48,38,90,1124
1,188,1674238517,48,38,90,1123
1,189,1674238518,48,38,90,1123
1,190,1674238519,48,38,90,1125
1,191,1674238520,48,38,90,1126
1,192,1674238521,48,38,90,1122
1,193,1674238522,48,38,90,1121
1,194,1674238523,48,38,90,1120
1,195,1674238524,48,38,90,1122
1,196,1674238525,48,38,90,1124
1,197,1674238526,48,38,90,1124
1,198,1674238527,48,38,90,1127
1,199,1674238528,48,38,90,1122
1,200,1674238529,48,38,90,1124
1,201,1674238530,48,38,90,1122
1,202,1674238531,48,38,90,1123
1,203,1674238532,48,38,90,1127
1,204,1674238533,48,38,90,1119
1,205,1674238534,48,38,90,1123
1,206,1674238535,48,38,90,1123
1,207,1674238536,48,38,90,1118
1,208,1674238537,48,38,90,1126
1,209,1674238538,48,38,90,1123
1,210,1674238539,48,38,90,1123
1,211,1674238540,48,38,90,1127
1,212,1674238541,48,38,90,1121
1,213,1674238542,48,38,90,1121
1,214,1674238543,48,38,90,1126
1,215,1674238544,48,38,90,1117
1,216,1674238545,48,38,90,1124
1,217,1674238546,48,38,90,1120
1,218,1674238547,48,38,90,1118
1,219,1674238548,48,38,90,1119
1,220,1674238549,48,38,90,1119
1,221,1674238550,48,38,90,1122
1,222,1674238551,48,38,90,1123
1,223,1674238552,48,38,90,1122
1,224,1674238553,48,38,90,1121
1,225,1674238554,48,38,90,1120
1,226,1674238555,48,38,90,1119
1,227,1674238556,48,38,90,1118
1,228,1674238557,48,38,90,1121
1,229,1674238558,48,38,90,1119
1,230,1674238559,48,38,90,1122
1,231,1674238560,48,38,90,1121
1,232,1674238561,48,38,90,1123
1,233,1674238562,48,38,90,1122
1,234,1674238563,48,38,90,1124
1,235,1674238564,48,38,90,1125
1,236,1674238565,48,38,90,1124
1,237,1674238566,48,38,90,1120
1,238,1674238567,48,38,90,1119
1,239,1674238568,48,38,90,1122
1,240,1674238569,48,38,90,1120
1,241,1674238570,48,38,90,1120
1,242,1674238571,48,38,90,1122
1,243,1674238572,48,38,90,1119
1,244,1674238573,48,38,90,1118
1,245,1674238574,48,38,90,1122
1,246,1674238575,48,38,90,1125
1,247,1674238576,48,38,90,1119
1,248,1674238577,48,38,90,1121
1,249,1674238578,48,38,90,1122
1,250,1674238579,48,38,90,1119
1,251,1674238580,48,38,90,1120
1,252,1674238581,48,38,90,1120
1,253,1674238582,48,38,90,1124
1,254,1674238583,48,38,90,1120
1,255,1674238584,48,38,90,1119
1,256,1674238585,48,38,90,1120
1,257,1674238586,48,38,90,1122
1,259,1674238587,48,38,90,1120
1,260,1674238588,48,38,90,1120
1,261,1674238589,48,38,90,1124
1,262,1674238590,48,38,90,1121
1,263,1674238591,48,38,90,1119
1,264,1674238592,48,38,90,1124
1,265,1674238593,48,38,90,1120
1,266,1674238594,48,38,90,1118
1,267,1674238595,48,38,90,1123
1,268,1674238596,48,38,90,1123
1,269,1674238597,48,38,90,1120
1,270,1674238598,48,38,90,1121
1,271,1674238599,48,38,90,1120
1,272,1674238600,48,38,90,1121
1,273,1674238601,48,38,90,1124
1,274,1674238602,48,38,90,1122
1,275,1674238603,48,38,90,1122
1,276,1674238604,48,38,90,1129
1,277,1674238605,48,38,90,1120
1,278,1674238606,48,38,90,1119
1,279,1674238607,48,38,90,1125
1,280,1674238608,48,38,90,1127
1,281,1674238609,48,38,90,1123
1,282,1674238610,48,38,90,1121
1,283,1674238611,48,38,90,1122
1,284,1674238612,48,38,90,1119
1,285,1674238613,48,38,90,1123
1,286,1674238614,48,38,90,1128
1,287,1674238615,48,38,90,1122
1,288,1674238616,48,38,90,1125
1,289,1674238617,48,38,90,1122
1,290,1674238618,48,38,90,1118
1,291,1674238619,48,38,90,1119
1,292,1674238620,48,38,90,1119
1,293,1674238621,48,38,90,1118
1,294,1674238622,48,38,90,1127
1,295,1674238623,48,38,90,1123
1,296,1674238624,48,38,90,1126
1,297,1674238625,48,38,90,1120
1,298,1674238626,48,38,90,1124
1,299,1674238627,48,38,90,1123
1,300,1674238628,48,38,90,1122
1,301,1674238629,48,38,90,1120
1,302,1674238630,48,38,90,1123
1,303,1674238631,48,38,90,1122
1,304,1674238632,48,38,90,1120
1,305,1674238633,48,38,90,1122
1,306,1674238635,48,38,90,1119
1,307,1674238636,48,38,90,1118
1,308,1674238637,48,38,90,1125
1,309,1674238638,48,38,90,1124
1,310,1674238639,48,38,90,1120
1,311,1674238640,48,38,90,1120
1,312,1674238641,48,38,90,1126
1,313,1674238642,48,38,90,1125
1,314,1674238643,48,38,90,1120
1,315,1674238644,48,38,90,1119
1,316,1674238645,48,38,90,1122
1,317,1674238646,48,38,90,1125
1,318,1674238647,48,38,90,1126
1,319,1674238648,48,38,90,1126
1,320,1674238649,48,38,90,1121
1,321,1674238650,48,38,90,1121
1,322,1674238651,48,38,90,1121
1,323,1674238652,48,38,90,1123
1,324,1674238653,48,38,90,1117
1,325,1674238654,48,38,90,1123
1,326,1674238655,48,38,90,1124
1,327,1674238656,48,38,90,1123
1,328,1674238657,48,38,90,1121
1,329,1674238658,48,38,90,1123
1,330,1674238659,48,38,90,1119
1,331,1674238660,48,38,90,1122
1,332,1674238661,48,38,90,1119
1,333,1674238662,48,38,90,1122
1,334,1674238663,48,38,90,1121
1,335,1674238664,48,38,90,1118
1,336,1674238665,48,38,90,1124
1,337,1674238666,48,38,90,1122
1,338,1674238667,48,38,90,1124
1,339,1674238668,48,38,90,1125
1,340,1674238669,48,38,90,1123
1,341,1674238670,48,38,90,1121
1,342,1674238671,48,38,90,1122
1,343,1674238672,48,38,90,1124
1,344,1674238673,48,38,90,1125
1,345,1674238674,48,38,90,1124
1,346,1674238675,48,38,90,1122
1,347,1674238676,48,38,90,1121
1,348,1674238677,48,38,90,1123
1,349,1674238678,48,38,90,1121
1,350,1674238679,48,38,90,1126
1,351,1674238680,48,38,90,1123
1,352,1674238681,48,38,90,1123
1,353,1674238682,48,38,90,1124
1,354,1674238683,48,38,90,1122
1,355,1674238684,48,38,90,1128
1,356,1674238685,48,38,90,1123
1,357,1674238686,48,38,90,1125
1,358,1674238687,48,38,90,1123
1,359,1674238688,48,38,90,1129
1,360,1674238689,48,38,90,1124
1,361,1674238690,48,38,90,1121
1,362,1674238691,48,38,90,1121
1,363,1674238692,48,38,90,1121
1,364,1674238693,48,38,90,1123
1,365,1674238694,48,38,90,1119
1,366,1674238695,48,38,90,1122
1,367,1674238696,48,38,90,1122
1,368,1674238697,48,38,90,1123
1,369,1674238698,48,38,90,1119
1,370,1674238699,48,38,90,1128
1,371,1674238700,48,38,90,1118
1,372,1674238701,48,38,90,1126
1,373,1674238702,48,38,90,1119
1,374,1674238703,48,38,90,1121
